Area,AP Ratio,District,Season,Avg Temp,Avg Humidity,Crop Name,Transplant,Growth,Harvest,Max Temp,Min Temp,Humidity Min,Humidity Max,Humidity Range
322836,1.083695746,Thakurgaon,Kharif 2,26.0,72.5,Aman,Jun,Jul to   Oct,Nov  to  Dec,40,12.0,60,85,25
167,6.700598802,Bagerhat,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
128,1.3046875,Bandarban,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
1597,0.9198497182,Barguna,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
1351,4.071058475,Barishal,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
148,5.155405405,Bhola,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
233,3.39055794,Bogura,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
15,0.8666666667,Brahmanbaria,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
50,5.26,Chandpur,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
71,2.183098592,Chapai Nawabganj,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
95,4.810526316,Chattogram,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
77,4.701298701,Chuadanga,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
142,2.605633803,CoxsBazar,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
330,1.081818182,Cumilla,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
31,7.580645161,Dhaka,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
47,12.10638298,Dinajpur,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
479,1.350730689,Faridpur,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
28,1.964285714,Feni,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
11,13.54545455,Gaibandha,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
40,5.9,Gazipur,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
52,11.36538462,Gopalganj,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
141,3.780141844,Habiganj,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
86,4.069767442,Jamalpur,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
204,5.980392157,Jashore,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
742,6.132075472,Jhallokati,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
97,14.50515464,Jhenaidah,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
31,9.774193548,Joypurhat,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
129,2.062015504,Khagrachari,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
592,1.491554054,Khulna,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
60,9.45,Kishoreganj,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
24,6.958333333,Kurigram,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
63,9.238095238,Kushtia,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
13,27.69230769,Lakshmipur,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
6,1.5,Lalmonirhat,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
33,21.18181818,Madaripur,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
96,10.33333333,Magura,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
18,4.111111111,Manikganj,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
101,1.851485149,Meherpur,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
86,8.976744186,Moulvibazar,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
15,9.133333333,Munshiganj,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
407,1.680589681,Mymensingh,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
62,5.548387097,Naogaon,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
218,6.119266055,Narail,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
8,17.125,Narayanganj,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
28,7.857142857,Narsingdi,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
270,3.074074074,Natore,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
64,5.109375,Netrokona,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
5,20.8,Nilphamari,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
79,7.417721519,Noakhali,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
81,3.0,Pabna,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
19,6.315789474,Panchagar,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
400,1.2325,Patuakhali,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
394,11.64720812,Pirojpur,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
233,2.30472103,Rajbari,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
183,2.912568306,Rajshahi,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
128,1.7265625,Rangamati,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
12,10.0,Rangpur,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
391,2.749360614,Satkhira,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
84,4.047619048,Shariatpur,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
58,5.25862069,Sherpur,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
23,12.13043478,Sirajganj,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
41,0.756097561,Sunamganj,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
66,2.121212121,Sylhet,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
518,0.9691119691,Tangail,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
16,6.75,Thakurgaon,Kharif 1,25.0,70.0,Amra,Jun,Jun to Aug,Aug  to  Sep,30,20.0,60,80,20
64,0.265625,Bandarban,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
6,0.3333333333,Bogura,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
50,0.38,Chapai Nawabganj,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
35,0.6571428571,Chattogram,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
24,0.25,Chuadanga,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
2,2.0,CoxsBazar,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
2,0.0,Cumilla,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
15,0.2666666667,Dinajpur,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
5,0.4,Faridpur,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
11,0.1818181818,Feni,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
49,0.5918367347,Gaibandha,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
2,0.0,Gazipur,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
8,0.25,Jamalpur,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
12,0.3333333333,Jashore,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
20,0.4,Joypurhat,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
29,0.3103448276,Khagrachari,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
61,0.2950819672,Kurigram,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
91,0.4725274725,Kushtia,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
14,0.1428571429,Lakshmipur,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
7,0.1428571429,Lalmonirhat,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
11,0.2727272727,Magura,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
16,0.375,Meherpur,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
26,0.2692307692,Moulvibazar,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
12,0.25,Munshiganj,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
132,0.4166666667,Naogaon,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
15,0.2,Natore,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
8,0.375,Netrokona,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
40,0.25,Noakhali,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
7,0.7142857143,Pabna,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
33,0.2727272727,Rajbari,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
6,0.1666666667,Rajshahi,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
151,0.5298013245,Rangamati,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
83,0.734939759,Rangpur,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
8,0.375,Sherpur,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
3,0.0,Tangail,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
40,0.35,Thakurgaon,Kharif 2,28.0,35.0,Arhar,Aug,Sep  to  Oct,Nov,30,26.0,20,50,30
14355,1.118843608,Bagerhat,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
30323,0.80681331,Bandarban,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
136821,1.023665958,Barguna,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
44719,0.7564793488,Barishal,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
225181,0.7846976432,Bhola,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
79878,0.9793184607,Bogura,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
28171,1.044016897,Brahmanbaria,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
26157,1.04304775,Chandpur,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
112725,1.093138168,Chapai Nawabganj,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
87232,1.168241012,Chattogram,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
105578,1.08818125,Chuadanga,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
7479,1.064447119,CoxsBazar,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
194395,0.9509400962,Cumilla,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
1454,0.7902338377,Dhaka,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
28663,0.8469804277,Dinajpur,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
21437,0.6256938937,Faridpur,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
27313,0.8943726431,Feni,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
34902,0.8496074724,Gaibandha,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
3943,1.305351255,Gazipur,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
9664,1.432326159,Gopalganj,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
191786,1.085219985,Habiganj,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
9975,0.9179949875,Jamalpur,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
41981,1.262070937,Jashore,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
39679,1.070692306,Jhallokati,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
87423,1.223591046,Jhenaidah,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
1038,0.9441233141,Joypurhat,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
11154,1.009144701,Khagrachari,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
9017,0.5480758567,Khulna,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
66014,1.050216621,Kishoreganj,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
16357,0.8437977624,Kurigram,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
67774,1.167424086,Kushtia,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
80238,0.8856152945,Lakshmipur,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
27851,1.01267459,Lalmonirhat,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
4854,0.6847960445,Madaripur,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
14520,0.8349173554,Magura,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
8158,0.8540083354,Manikganj,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
51464,1.24450101,Meherpur,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
129959,1.211181988,Moulvibazar,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
447,0.8970917226,Munshiganj,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
58364,0.9350627099,Mymensingh,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
158927,1.077677173,Naogaon,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
22828,0.8399334151,Narail,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
6054,0.9326065411,Narayanganj,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
3735,1.089959839,Narsingdi,Kharif 1,26.0,72.5,Aus,Mar,Apr to  july,Aug,40,12.0,60,85,25
